thisRow.t,notes,instr_task.started,task_instr_text.started,quit_instr.started,participant,session,date,expName,psychopyVersion,frameRate,sequence_good_key,sequence_bad_key,allowed_keys_list,expStart,
,,0.029850899940356612,,,,,,,,,,,,,
