block,cue_direction,cue_text,probe_image_file,correct_response,thisN,thisTrialN,thisRepN,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,key_resp_probe.keys,key_resp_probe.corr,key_resp_probe.rt,key_resp_probe.duration,thisRow.t,notes,instr_task.started,task_instr_text.started,quit_instr.started,instr_task.stopped,quit_instr.keys,quit_instr.rt,quit_instr.duration,start_eeg.started,EEG_start_text.started,exit_eeg_text.started,start_eeg.stopped,exit_eeg_text.keys,exit_eeg_text.rt,exit_eeg_text.duration,image_load.started,image_load_text.started,imag_loader.started,image_load_text.stopped,image_load.stopped,trial.started,cue_stim.started,cue_stim.stopped,fixation_stim.started,fixation_stim.stopped,probe_image.started,key_resp_probe.started,probe_image.stopped,trial.stopped,trials_loop.key_resp_probe.keys,trials_loop.key_resp_probe.corr,trials_loop.key_resp_probe.rt,trials_loop.key_resp_probe.duration,rating.started,rating_vividness.started,text_rating_question.started,key_resp_rating.started,participant,session,date,expName,psychopyVersion,frameRate,sequence_good_key,sequence_bad_key,allowed_keys_list,expStart,
,,,,,,,,,,,,,,,,,,0.02870460005942732,0.03943140001501888,0.03943140001501888,0.529641600092873,space,0.485842699999921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-005,001,2025-06-16_10h28.00.068,cued_mental_stim,2024.2.4,59.976309331029555,2,1,"['2', '1']",2025-06-16 10h28.05.099772 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,0.5296842000680044,0.5405987000558525,0.5405987000558525,0.7930416000308469,space,0.2379816999891773,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,001,2025-06-16_10h28.00.068,cued_mental_stim,2024.2.4,59.976309331029555,2,1,"['2', '1']",2025-06-16 10h28.05.099772 -0400,
3,backward,<- 4,stimuli/banana_lure.png,1,0,0,0,0,0,0,89,,,,,0.8072912000352517,,,,,,,,,,,,,,,,0.8004515999928117,0.8072912000352517,0.00740510004106909,1.1071781000355259,1.0922761000692844,1.0923034000443295,1.1071781000355259,3.10727580008097,3.10727580008097,13.10685530002229,13.10685530002229,14.79006859997753,15.106626000022516,23.42587410006672,1,1,8.634054200025275,None,23.426503600087017,23.455659400089644,23.455659400089644,23.455659400089644,,,,,,,,,,,
