block,cue_direction,cue_text,probe_image_file,correct_response,thisN,thisTrialN,thisRepN,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,key_resp_probe.keys,key_resp_probe.corr,key_resp_probe.rt,key_resp_probe.duration,thisRow.t,notes,instr_task.started,task_instr_text.started,quit_instr.started,instr_task.stopped,quit_instr.keys,quit_instr.rt,quit_instr.duration,start_eeg.started,EEG_start_text.started,exit_eeg_text.started,start_eeg.stopped,exit_eeg_text.keys,exit_eeg_text.rt,exit_eeg_text.duration,image_load.started,image_load_text.started,imag_loader.started,image_load_text.stopped,image_load.stopped,trial.started,cue_stim.started,cue_stim.stopped,fixation_stim.started,fixation_stim.stopped,probe_image.started,key_resp_probe.started,probe_image.stopped,trial.stopped,trials_loop.key_resp_probe.keys,trials_loop.key_resp_probe.corr,trials_loop.key_resp_probe.rt,trials_loop.key_resp_probe.duration,rating.started,rating_vividness.started,text_rating_question.started,key_resp_rating.started,participant,session,date,expName,psychopyVersion,frameRate,sequence_good_key,sequence_bad_key,allowed_keys_list,expStart,
,,,,,,,,,,,,,,,,,,0.02829300006851554,0.03888680005911738,0.03888680005911738,4.54587100003846,space,4.495376299950294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-005,001,2025-06-16_10h23.25.959,cued_mental_stim,2024.2.4,59.89576936943191,2,1,"['2', '1']",2025-06-16 10h23.30.857196 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,4.545909900101833,4.556582999997772,4.556582999997772,5.058912000036798,space,0.49100859998725355,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,001,2025-06-16_10h23.25.959,cued_mental_stim,2024.2.4,59.89576936943191,2,1,"['2', '1']",2025-06-16 10h23.30.857196 -0400,
1,backward,<- 4,stimuli/banana_lure.png,1,0,0,0,0,0,0,16,,,,,5.073306200094521,,,,,,,,,,,,,,,,5.066077200113796,5.073306200094521,0.007169899996370077,5.373172500054352,5.358478400041349,5.358509300043806,5.373172500054352,7.372983900015242,7.372983900015242,17.373101800098084,19.48913340002764,19.48913340002764,21.48932340007741,35.24152090004645,1,1,15.742994100088254,None,35.24214780004695,35.271243900060654,35.271243900060654,35.271243900060654,,,,,,,,,,,
