image_file,presented_word,is_match,blank_duration,iti_duration,corrAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,finish_time.keys,key_resp.rt,key_resp.duration,finish_time.rt,finish_time.duration,inside_loop_trials.thisRepN,inside_loop_trials.thisTrialN,inside_loop_trials.thisN,inside_loop_trials.thisIndex,thisRow.t,notes,setup_experiment.started,instr_text.started,instr_resp.started,setup_experiment.stopped,instr_resp.keys,instr_resp.rt,instr_resp.duration,start_eeg.started,text_2.started,key_resp_3.started,text_2.stopped,start_eeg.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,load_images.started,text_3.started,preload_current_image_2.started,load_images.stopped,fixation_2.started,fixation.started,fixation.stopped,fixation_2.stopped,trials_image.started,stim_image.started,stim_image.stopped,trials_image.stopped,trials_word.started,stim_word.started,stim_word.stopped,trials_word.stopped,blank.started,blank_interval.started,blank_interval.stopped,blank.stopped,response.started,key_resp.started,text.started,key_resp.stopped,text.stopped,response.stopped,inside_loop_trials.key_resp.keys,inside_loop_trials.key_resp.corr,image_presented,word_presented,is_match_condition,response_given,response_correct,response_rt,feedback_message_to_show,show_feedback_flag_value,feedback_routine.started,feedback_text_display.started,feedback_text_display.stopped,feedback_routine.stopped,iti_routine.started,iti_fixation.started,iti_fixation.stopped,iti_routine.stopped,break_2.started,break_2.stopped,inside_loop_trials.finish_time.keys,text_3.stopped,inside_loop_trials.key_resp.rt,inside_loop_trials.key_resp.duration,timer_text.started,finish_time.started,inside_loop_trials.finish_time.rt,inside_loop_trials.finish_time.duration,participant,session,date,expName,psychopyVersion,frameRate,match_key,mismatch_key,allowed_keys_list,expStart,
,,,,,,,,,,,,,,,,,,,,,,0.01647400000001653,0.030120800001895986,0.030120800001895986,7.023593000001711,space,6.989070899999206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.150027600000612,7.154452200000378,7.154452200000378,8.168970000002446,9.570022100000642,space,2.408165700002428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/zebra.png,scissor,mismatch,1.47,2.36,2,8,8,0,2,1,None,0.30305419999785954,None,,,0,8,8,8,72.93482980000044,,,,,,,,,,,,,,,,,72.92112760000236,72.93482980000044,0.00022309999985736795,73.41836569999941,73.41840910000246,73.43496930000038,,73.92390350000278,73.92493839999952,73.94018190000133,74.95160000000033,74.93536730000051,74.93563130000257,74.95160000000033,75.95827860000281,75.94038290000026,75.94051330000002,75.95827860000281,77.86817300000257,77.85193490000165,77.85219660000075,77.86817300000257,77.86817300000257,,,78.17425899999944,2,1,stimuli/zebra.png,scissor,mismatch,2,1,0.30305419999785954,,False,78.17438330000004,,,78.17439750000267,78.17441030000191,78.19075100000191,80.55142930000147,80.53527480000048,80.53532750000159,80.53536570000142,None,73.43496930000038,0.30305419999785954,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/scissor.png,scissor,match,1.02,1.59,1,9,9,0,1,1,None,0.411606199999369,None,,,0,9,9,9,80.55142930000147,,,,,,,,,,,,,,,,,80.53558429999975,80.55142930000147,0.00022220000028028153,81.03533729999981,81.03538210000261,81.05140360000223,81.55146190000232,81.5352125999998,81.53780790000019,81.55146190000232,82.55148270000063,82.53532320000159,82.5355864000012,82.55148270000063,83.55138649999935,83.53534560000116,83.53556920000119,83.55138649999935,85.35147929999948,85.33512370000244,85.33547470000121,85.35147929999948,85.35147929999948,,,85.76898680000158,1,1,stimuli/scissor.png,scissor,match,1,1,0.411606199999369,,False,85.76936019999994,,,85.76939889999994,85.76943519999986,85.78479540000262,87.38472019999972,87.36848409999948,87.36853420000261,87.36856959999932,None,81.05140360000223,0.411606199999369,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/zebra.png,zebra,match,1.39,1.84,1,10,10,0,1,1,None,0.3610563000002003,None,,,0,10,10,10,87.38472019999972,,,,,,,,,,,,,,,,,87.36876900000061,87.38472019999972,0.00020220000078552403,87.8685570000016,87.86860800000068,87.88464590000149,,88.37340080000286,88.3743796000017,88.38585500000045,89.40147900000011,89.3848410999999,89.38498370000161,89.40147900000011,90.4024516999998,90.38607749999937,90.38622880000185,90.4024516999998,92.0180743000019,92.00175990000207,92.00199860000066,92.0180743000019,92.0180743000019,,,92.38550179999947,1,1,stimuli/zebra.png,zebra,match,1,1,0.3610563000002003,,False,92.38578000000052,,,92.38581680000061,92.38585299999977,92.40148670000053,94.25132350000058,94.23508779999975,94.23514770000111,94.23518740000145,None,87.88464590000149,0.3610563000002003,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/face.png,scissor,mismatch,1.09,2.47,2,11,11,0,2,1,None,0.29922829999850364,None,,,0,11,11,11,94.25132350000058,,,,,,,,,,,,,,,,,94.23539560000063,94.25132350000058,0.00021220000053290278,94.73646690000169,94.7364963,94.75240250000206,,95.25119470000209,95.25352100000237,95.26804500000071,96.26794460000019,96.25193729999955,96.25221489999967,96.26794460000019,97.26799820000087,97.25174150000021,97.25198319999981,97.26799820000087,98.36793810000017,98.35174030000053,98.35197660000267,98.36793810000017,98.36793810000017,,,98.66891430000032,2,1,stimuli/face.png,scissor,mismatch,2,1,0.29922829999850364,,False,98.66919380000036,,,98.66923080000197,98.66926760000206,98.68467670000246,101.16789240000071,101.15180049999981,101.15186140000151,101.15189960000134,None,94.75240250000206,0.29922829999850364,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/banana.png,banana,match,1.62,1.66,1,12,12,0,1,1,None,0.43351329999859445,None,,,0,12,12,12,101.16789240000071,,,,,,,,,,,,,,,,,101.15210300000035,101.16789240000071,0.00020480000239331275,101.65225510000164,101.65229929999987,101.66890400000193,,102.16806930000166,102.17086130000098,102.18465590000051,103.18456940000033,103.16857700000037,103.16879619999963,103.18456940000033,104.18992590000198,104.17342590000044,104.17353809999986,104.18992590000198,105.80122930000289,105.78505349999978,105.78527220000251,105.80122930000289,105.80122930000289,,,106.25195680000252,1,1,stimuli/banana.png,banana,match,1,1,0.43351329999859445,,False,106.25223280000137,,,106.25226590000239,106.2522996000007,106.26790560000154,107.93444490000184,107.91849360000197,107.91854729999977,107.91858499999944,None,,0.43351329999859445,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/face.png,banana,mismatch,1.4,2.38,2,13,13,0,2,1,None,0.8926367000021855,None,,,0,13,13,13,107.93444490000184,,,,,,,,,,,,,,,,,107.91879840000183,107.93444490000184,0.00021800000104121864,108.42034989999956,108.42036960000041,108.43552990000171,108.93454910000219,108.9184903000023,108.92088420000073,108.93454910000219,109.93455680000261,109.91838710000229,109.91860060000181,109.93455680000261,110.9345170000015,110.91842390000238,110.91864120000173,110.9345170000015,111.93448619999981,111.91822479999973,111.91844640000272,111.93448619999981,111.93448619999981,,,112.83476660000088,2,1,stimuli/face.png,banana,mismatch,2,1,0.8926367000021855,,False,112.83493160000216,,,112.83494989999963,112.83496820000073,112.85094120000213,115.23451700000078,115.21861210000134,115.21867530000236,115.21871640000245,None,,0.8926367000021855,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/face.png,face,match,1.86,1.12,1,14,14,0,1,1,None,0.5927787000000535,None,,,0,14,14,14,115.23451700000078,,,,,,,,,,,,,,,,,115.21894700000121,115.23451700000078,0.00023379999765893444,115.71821490000002,115.71826780000265,115.73450390000289,116.23454870000205,116.21839689999979,116.22087870000178,116.23454870000205,117.23445240000001,117.21831810000003,117.21870240000135,117.23445240000001,118.2344176000006,118.21827480000138,118.2184801000003,118.2344176000006,119.43447210000159,119.4180305000009,119.4183542000028,119.43447210000159,119.43447210000159,,,120.03559020000102,1,1,stimuli/face.png,face,match,1,1,0.5927787000000535,,False,120.03596100000141,,,120.03600030000234,120.03603700000167,120.05113980000169,121.18444870000167,121.16841340000246,121.16847229999985,121.16850990000239,None,115.73450390000289,0.5927787000000535,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/scissor.png,banana,mismatch,1.52,2.9,2,15,15,0,2,1,None,0.49495329999990645,None,,,0,15,15,15,121.18444870000167,,,,,,,,,,,,,,,,,121.16871470000115,121.18444870000167,0.00020850000146310776,121.66814670000167,121.66819020000185,121.68444170000294,122.1841674999996,122.16791170000215,122.16896830000042,122.1841674999996,123.18441710000116,123.16846900000019,123.16882550000082,123.18441710000116,124.184385200002,124.16837510000187,124.16868740000064,124.184385200002,125.28440480000063,125.26826430000074,125.26861909999934,125.28440480000063,125.28440480000063,,,125.78554090000034,2,1,stimuli/scissor.png,banana,mismatch,2,1,0.49495329999990645,,False,125.78590650000115,,,125.78594320000047,125.78597889999946,125.80104040000151,128.70104410000204,128.68501550000292,128.68507600000157,128.68511460000082,None,121.68444170000294,0.49495329999990645,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/zebra.png,banana,mismatch,1.64,2.49,2,16,16,0,2,1,None,0.38573730000280193,None,,,0,16,16,16,128.70104410000204,,,,,,,,,,,,,,,,,128.68533340000067,128.70104410000204,0.00022280000121099874,129.18543710000085,129.18546160000187,129.20227030000024,,129.70119410000189,129.70379239999966,129.7175571000007,130.71753610000087,130.70176110000102,130.70208160000038,130.71753610000087,131.71770749999996,131.70173390000127,131.70212420000098,131.71770749999996,133.6172351000023,133.60237840000264,133.60251970000172,133.6172351000023,133.6172351000023,,,134.01844880000135,2,1,stimuli/zebra.png,banana,mismatch,2,1,0.38573730000280193,,False,134.0187552000025,,,134.01877930000046,134.0188022000002,134.03432149999935,136.53425330000027,136.51838810000118,136.51844809999966,136.51848579999933,None,,0.38573730000280193,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/scissor.png,scissor,match,1.93,2.53,1,17,17,0,1,1,None,0.6406213999980537,None,,,0,17,17,17,136.53425330000027,,,,,,,,,,,,,,,,,136.51869480000096,136.53425330000027,0.0002119999990100041,137.01802220000172,137.01807730000291,137.0340309000021,137.53426970000146,137.51815519999946,137.5211589999999,137.53426970000146,138.5341881000022,138.51812600000267,138.51846620000288,138.5341881000022,139.53418560000136,139.51811670000097,139.51851420000094,139.53418560000136,141.23452739999993,141.21830120000232,141.21854399999938,141.23452739999993,141.23452739999993,,,141.88553690000117,1,1,stimuli/scissor.png,scissor,match,1,1,0.6406213999980537,,False,141.8858091000002,,,141.8858450000007,141.8858809000012,141.90097700000115,144.43434130000242,144.41825240000253,144.41830440000194,144.41834139999992,None,137.0340309000021,0.6406213999980537,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/face.png,zebra,mismatch,1.87,1.07,2,18,18,0,2,1,None,0.26472170000124606,None,,,0,18,18,18,144.43434130000242,,,,,,,,,,,,,,,,,144.4185580000012,144.43434130000242,0.00022150000222609378,144.917997200002,144.91805000000022,144.9340418000029,145.43414870000197,145.41833039999983,145.42092940000293,145.43414870000197,146.43418480000037,146.41801390000182,146.41825439999957,146.43418480000037,147.4341772000007,147.41820260000168,147.4185428000019,147.4341772000007,149.43418560000282,149.4182237999994,149.41848550000213,149.43418560000282,149.43418560000282,,,149.7022539999998,2,1,stimuli/face.png,zebra,mismatch,2,1,0.26472170000124606,,False,149.70260899999994,,,149.7026461000023,149.70268159999978,149.71766030000072,150.80063560000053,150.7844963000025,150.7845481000004,150.78458560000217,None,144.9340418000029,0.26472170000124606,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/scissor.png,zebra,mismatch,1.54,1.95,2,19,19,0,2,1,None,0.4981294999997772,None,,,0,19,19,19,150.80063560000053,,,,,,,,,,,,,,,,,150.78480169999966,150.80063560000053,0.00021970000307192095,151.284576500002,151.2846181999994,151.30053350000162,151.8027385000023,151.78468010000142,151.78676330000235,151.8027385000023,152.8174644000028,152.80120800000077,152.80146090000198,152.8174644000028,153.8174867000016,153.8013651000001,153.80157680000048,153.8174867000016,154.8174601000028,154.801675900002,154.80192030000035,154.8174601000028,154.8174601000028,,,155.31882510000287,2,1,stimuli/scissor.png,zebra,mismatch,2,1,0.4981294999997772,,False,155.31919850000122,,,155.31923740000275,155.31927500000165,155.33422410000276,157.28407570000127,157.26800510000248,157.2680591999997,157.2680958000019,None,151.30053350000162,0.4981294999997772,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/scissor.png,scissor,match,1.44,1.87,1,20,20,0,1,1,None,0.4932049000017287,None,,,0,20,20,20,157.28407570000127,,,,,,,,,,,,,,,,,157.26831540000057,157.28407570000127,0.00022499999977299012,157.76781240000128,157.76786340000035,157.78392460000032,,158.27278610000212,158.27377610000258,158.2893675000014,159.3004628000017,159.28467060000185,159.28501010000036,159.3004628000017,160.30602809999982,160.2897413999999,160.2898845000018,160.30602809999982,161.31737980000253,161.30135119999977,161.30159830000048,161.31737980000253,161.31737980000253,,,161.8184648000024,1,1,stimuli/scissor.png,scissor,match,1,1,0.4932049000017287,,False,161.81888430000254,,,161.8189278000027,161.81896770000094,161.833620100002,163.7172993000022,163.70130730000164,163.70136520000233,163.70140300000276,None,157.78392460000032,0.4932049000017287,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/zebra.png,face,mismatch,1.93,1.49,2,21,21,0,2,1,None,0.523126100000809,None,,,0,21,21,21,163.7172993000022,,,,,,,,,,,,,,,,,163.7016102000016,163.7172993000022,0.0002096999996865634,164.20109220000086,164.20113649999985,164.21724929999982,,164.7060326000028,164.70700299999953,164.7226079000029,165.73397300000215,165.7177281000004,165.71797660000084,165.73397300000215,166.73944630000187,166.72279619999972,166.72292990000278,166.73944630000187,168.63954070000182,168.6228325000011,168.6229639000012,168.63954070000182,168.63954070000182,,,169.16830839999966,2,1,stimuli/zebra.png,face,mismatch,2,1,0.523126100000809,,False,169.1686187000014,,,169.1686590999998,169.16869810000208,169.18395670000245,170.683933100001,170.6676619000027,170.6677230000023,170.66776310000205,None,164.21724929999982,0.523126100000809,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
stimuli/scissor.png,zebra,mismatch,1.75,1.71,2,22,22,0,2,1,None,0.7268552999994427,None,,,0,22,22,22,170.683933100001,,,,,,,,,,,,,,,,,170.6679703000009,170.683933100001,0.00021049999850220047,171.16787190000105,171.16789900000003,171.18493950000266,171.68388659999982,171.66786920000231,171.67041489999974,171.68388659999982,172.68397560000085,172.66774160000205,172.6679605999998,172.68397560000085,173.6838521000027,173.66764610000246,173.66787930000282,173.6838521000027,175.28388130000167,175.26771010000084,175.26798319999943,175.28388130000167,175.28388130000167,,,176.01815040000292,2,1,stimuli/scissor.png,zebra,mismatch,2,1,0.7268552999994427,,False,176.01830540000083,,,176.01831930000117,176.0183324000027,176.03369080000266,177.75052330000108,177.7342415000021,177.73430120000194,177.7343409999994,None,171.18493950000266,0.7268552999994427,None,,,,,sub-088,001,2025-06-10_15h24.05.961,FunctionalLocalizer,2024.2.4,61.28701505877722,1,2,"['1', '2']",2025-06-10 15h25.06.550769 -0400,
