image_file,presented_word,is_match,blank_duration,iti_duration,corrAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,finish_time.keys,finish_time.rt,finish_time.duration,inside_loop_trials.thisRepN,inside_loop_trials.thisTrialN,inside_loop_trials.thisN,inside_loop_trials.thisIndex,thisRow.t,notes,setup_experiment.started,instr_text.started,instr_resp.started,setup_experiment.stopped,instr_resp.keys,instr_resp.rt,instr_resp.duration,start_eeg.started,text_2.started,key_resp_3.started,start_eeg.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,load_images.started,text_3.started,preload_current_image_2.started,load_images.stopped,fixation_2.started,fixation.started,fixation_2.stopped,trials_image.started,stim_image.started,stim_image.stopped,trials_image.stopped,trials_word.started,stim_word.started,stim_word.stopped,trials_word.stopped,blank.started,blank_interval.started,blank_interval.stopped,blank.stopped,response.started,key_resp.started,text.started,response.stopped,inside_loop_trials.key_resp.keys,inside_loop_trials.key_resp.corr,inside_loop_trials.key_resp.rt,inside_loop_trials.key_resp.duration,image_presented,word_presented,is_match_condition,response_given,response_correct,response_rt,feedback_message_to_show,show_feedback_flag_value,feedback_routine.started,feedback_routine.stopped,iti_routine.started,iti_fixation.started,iti_fixation.stopped,iti_routine.stopped,break_2.started,break_2.stopped,inside_loop_trials.finish_time.keys,text_3.stopped,fixation.stopped,feedback_text_display.started,feedback_text_display.stopped,timer_text.started,finish_time.started,inside_loop_trials.finish_time.rt,inside_loop_trials.finish_time.duration,end.started,end_text.started,key_resp_2.started,end.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,match_key,mismatch_key,allowed_keys_list,expStart,
,,,,,,,,,,,,,,,,,,,,,,0.05705000017769635,0.06629650015383959,0.06629650015383959,5.010257099987939,space,4.940689200069755,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07548680016771,5.087399200070649,5.087399200070649,5.950363600160927,space,0.855956899933517,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/zèbre.png,zèbre,match,1.21,1.28,1,8,8,0,1,1,0.3316913000307977,None,None,,,0,8,8,8,65.52455219998956,,,,,,,,,,,,,,,,65.51666640001349,65.52455219998956,8.379993960261345e-05,66.0204606000334,66.02048100018874,66.02827740018256,66.51207020017318,66.51304230000824,66.5203209000174,67.51160420011729,67.50372890010476,67.50387400016189,67.51160420011729,68.50781480013393,68.49939320003614,68.49948350014165,68.50781480013393,70.09932849998586,70.09103760006838,70.09117530006915,70.09932849998586,70.09932849998586,70.43357430002652,1,1,0.3316913000307977,None,stimuli/zèbre.png,zèbre,match,1,1,0.3316913000307977,,False,70.43372460012324,70.43373770010658,70.43375020008534,70.44035340007395,71.71592930005863,71.70747300004587,71.70749610010535,71.70751750003546,None,,66.5203209000174,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/face.png,zèbre,mismatch,1.55,2.95,2,9,9,0,2,1,0.8363550000358373,None,None,,,0,9,9,9,71.71592930005863,,,,,,,,,,,,,,,,71.7076054001227,71.71592930005863,8.719996549189091e-05,72.21184950019233,72.21186679997481,72.22003170009702,72.7073337000329,72.70834150002338,72.71570260007866,73.70738260005601,73.69992030016147,73.70012370008044,73.70738260005601,74.70322480006143,74.69540420011617,74.69550470006652,74.70322480006143,76.19503010017797,76.18683920009062,76.18692830018699,76.19503010017797,76.19503010017797,77.03688700008206,2,1,0.8363550000358373,None,stimuli/face.png,zèbre,mismatch,2,1,0.8363550000358373,,False,77.03701890003867,77.03703030012548,77.03704249998555,77.04522590013221,79.98650650004856,79.97857920010574,79.97860270016827,79.97861620015465,None,,72.71570260007866,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/face.png,face,match,1.33,2.38,1,10,10,0,1,1,1.0112622999586165,None,None,,,0,10,10,10,79.98650650004856,,,,,,,,,,,,,,,,79.97869670018554,79.98650650004856,7.92001374065876e-05,80.48293559998274,80.48297640006058,80.49124610004947,80.97868739999831,80.97971550002694,80.98656020010822,81.98228670004755,81.9743926001247,81.97448040009476,81.98228670004755,82.977771300124,82.97023970005102,82.97035140008666,82.977771300124,84.36443880014122,84.3604808000382,84.36061300011352,84.36443880014122,84.36443880014122,85.37748740008101,1,1,1.0112622999586165,None,stimuli/face.png,face,match,1,1,1.0112622999586165,,False,85.37763420003466,85.37764550000429,85.37765730009414,85.38141680019908,87.75727770011872,87.74938810011372,87.7494112001732,87.74942410015501,None,,80.98656020010822,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/banane.png,ciseau,mismatch,1.6,2.46,2,11,11,0,2,1,0.26993820001371205,None,None,,,0,11,11,11,87.75727770011872,,,,,,,,,,,,,,,,87.7495043000672,87.75727770011872,7.979990914463997e-05,88.25342010008171,88.25344190001488,88.26140339998528,88.74956030002795,88.75053540011868,88.75902810017578,89.75338400015607,89.74481509998441,89.7449267001357,89.75338400015607,90.74921530019492,90.74142109998502,90.74151069996879,90.74921530019492,92.34484250005335,92.33690420002677,92.33701730007306,92.34484250005335,92.34484250005335,92.62453640019521,2,1,0.26993820001371205,None,stimuli/banane.png,ciseau,mismatch,2,1,0.26993820001371205,,False,92.62467489996925,92.62468640017323,92.6246986000333,92.63256840012036,95.08651190018281,95.07823169999756,95.07825410016812,95.07826690003276,None,,88.75902810017578,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/zèbre.png,zèbre,match,1.48,1.19,1,12,12,0,1,1,0.42198970005847514,None,None,,,0,12,12,12,95.08651190018281,,,,,,,,,,,,,,,,95.07834680005908,95.08651190018281,7.939990609884262e-05,95.58235270017758,95.58237459999509,95.5907615001779,96.07841540011577,96.07940710010007,96.0868049999699,97.07806650013663,97.07032960001379,97.07050250004977,97.07806650013663,98.0695780001115,98.061723300023,98.06183350016363,98.0695780001115,99.1613925001584,99.15336510003544,99.1534881000407,99.1613925001584,99.1613925001584,99.58725720015354,1,1,0.42198970005847514,None,stimuli/zèbre.png,zèbre,match,1,1,0.42198970005847514,,False,99.5875081999693,99.58752260007896,99.5875367000699,99.59469950012863,100.77772430004552,100.77027950016782,100.77030219999142,100.77031469997019,None,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/zèbre.png,ciseau,mismatch,1.7,1.72,2,13,13,0,2,1,0.36578740016557276,None,None,,,0,13,13,13,100.77772430004552,,,,,,,,,,,,,,,,100.7703957001213,100.77772430004552,8.059991523623466e-05,101.27447540010326,101.27451430005021,101.2821675001178,101.76595030003227,101.76693559996784,101.77439120016061,102.77010760013945,102.76182930008508,102.76192010007799,102.77010760013945,103.76164770009927,103.75358130014502,103.7536963999737,103.76164770009927,105.3531555000227,105.345003800001,105.34512850013562,105.3531555000227,105.3531555000227,105.72472180007026,2,1,0.36578740016557276,None,stimuli/zèbre.png,ciseau,mismatch,2,1,0.36578740016557276,,False,105.72492950013839,105.72494100010954,105.72495270008221,105.7322074000258,107.44905390008353,107.44042980019003,107.4404534001369,107.4404668000061,None,,101.77439120016061,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/banane.png,face,mismatch,1.88,2.94,2,14,14,0,2,1,0.2593555999919772,None,None,,,0,14,14,14,107.44905390008353,,,,,,,,,,,,,,,,107.440547300037,107.44905390008353,8.039991371333599e-05,107.94471190008335,107.94473330001347,107.95303400000557,108.4366346001625,108.43762610014528,108.44456299999729,109.4402881001588,109.43231090018526,109.43241930007935,109.4402881001588,110.43229300016537,110.42391330003738,110.4240443999879,110.43229300016537,112.2282321001403,112.22017660015263,112.22029980015941,112.2282321001403,112.2282321001403,112.4950868000742,2,1,0.2593555999919772,None,stimuli/banane.png,face,mismatch,2,1,0.2593555999919772,,False,112.49520770017989,112.49522050004452,112.49523270013742,112.50319620012306,115.44066550000571,115.43263750011101,115.43265990004875,115.43267210014164,None,,108.44456299999729,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/ciseau.png,ciseau,match,1.29,2.35,1,15,15,0,1,1,0.3831654000096023,None,None,,,0,15,15,15,115.44066550000571,,,,,,,,,,,,,,,,115.43275390006602,115.44066550000571,8.190004155039787e-05,115.93663380015641,115.93668080004863,115.9458838000428,116.43639570008963,116.4375052000396,116.44447800004855,117.43597160000354,117.42811810015701,117.42824060004205,117.43597160000354,118.42827030015178,118.41993990004994,118.42005690000951,118.42827030015178,119.42364539997652,119.41530059999786,119.41542680002749,119.42364539997652,119.42364539997652,119.81143400003202,1,1,0.3831654000096023,None,stimuli/ciseau.png,ciseau,match,1,1,0.3831654000096023,,False,119.81165030016564,119.8116636001505,119.8116755001247,119.8198727001436,122.1612476001028,122.15262609999627,122.15264840004966,122.15266080014408,None,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/ciseau.png,face,mismatch,1.69,2.37,2,16,16,0,1,0,1.210454000160098,None,None,,,0,16,16,16,122.1612476001028,,,,,,,,,,,,,,,,122.15274100005627,122.1612476001028,8.00001434981823e-05,122.65746430004947,122.65750470012426,122.66554740001447,123.15280680009164,123.15390620008111,123.16122520016506,124.15306030004285,124.14639690006152,124.14650470018387,124.15306030004285,125.14939470007084,125.14046120014973,125.14061530004255,125.14939470007084,126.94070390006527,126.93216060008854,126.93226670008153,126.94070390006527,126.94070390006527,128.15734710008837,1,0,1.210454000160098,None,stimuli/ciseau.png,face,mismatch,1,0,1.210454000160098,Mauvaise réponse,True,128.15951030002907,129.6498194001615,129.6498424001038,129.6569688001182,132.01394920004532,132.00996110006236,132.00998460012488,132.0099985001143,None,,,128.1651865001768,129.6569688001182,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/zèbre.png,zèbre,match,1.62,2.69,1,17,17,0,1,1,0.4484775001183152,None,None,,,0,17,17,17,132.01394920004532,,,,,,,,,,,,,,,,132.0100824001711,132.01394920004532,8.279993198812008e-05,132.51563660008833,132.51568559999578,132.52410150016658,133.0107022000011,133.0119553001132,133.01972730015405,134.01511760009453,134.00673250015825,134.0068397000432,134.01511760009453,135.01139650004916,135.00292920018546,135.00309370015748,135.01139650004916,136.00678690010682,135.99872110015713,135.99884650018066,136.00678690010682,136.00678690010682,136.45771310012788,1,1,0.4484775001183152,None,stimuli/zèbre.png,zèbre,match,1,1,0.4484775001183152,,False,136.4581575000193,136.45817610016093,136.45819320017472,136.46525320014916,139.14877089997754,139.1403691000305,139.1403928999789,139.1404059000779,None,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/banane.png,banane,match,1.07,2.28,1,18,18,0,1,1,0.4160267000552267,None,None,,,0,18,18,18,139.14877089997754,,,,,,,,,,,,,,,,139.1404910001438,139.14877089997754,8.379993960261345e-05,139.64443100010976,139.64445280004293,139.65236410009675,140.14026060001925,140.14127680007368,140.14884070004337,141.14429680001922,141.13611429999582,141.13620100007392,141.14429680001922,142.13632720010355,142.12791840010323,142.1280336000491,142.13632720010355,143.5272941000294,143.51944499998353,143.51963510015048,143.5272941000294,143.5272941000294,143.9444524999708,1,1,0.4160267000552267,None,stimuli/banane.png,banane,match,1,1,0.4160267000552267,,False,143.94475280004553,143.944767100038,143.94478020002134,143.95300650014542,146.23187090014108,146.22378850006498,146.22381160012446,146.2238253999967,None,,140.14884070004337,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/zèbre.png,ciseau,mismatch,1.68,1.85,2,19,19,0,2,1,0.3165624998509884,None,None,,,0,19,19,19,146.23187090014108,,,,,,,,,,,,,,,,146.22390630003065,146.23187090014108,7.979990914463997e-05,146.72764150006697,146.72766450000927,146.73575600003824,147.22347460011952,147.22448770003393,147.23177230008878,148.2276141999755,148.219519500155,148.21962870005518,148.2276141999755,149.21927000000142,149.21099980012514,149.21111000003293,149.21927000000142,150.41087820008397,150.40251180017367,150.4027541000396,150.41087820008397,150.41087820008397,150.72811740008183,2,1,0.3165624998509884,None,stimuli/zèbre.png,ciseau,mismatch,2,1,0.3165624998509884,,False,150.72825650009327,150.7282696000766,150.72828160016797,150.73614450008608,152.5774772001896,152.56920170015655,152.56922530010343,152.56923909997568,None,,147.23177230008878,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/banane.png,banane,match,1.02,1.27,1,20,20,0,1,1,0.3463552000466734,None,None,,,0,20,20,20,152.5774772001896,,,,,,,,,,,,,,,,152.56932380003855,152.5774772001896,8.399994112551212e-05,153.07348160003312,153.07350410008803,153.08168780012056,153.56507480004802,153.566162600182,153.5733772001695,154.56549410009757,154.556895500049,154.55744260014035,154.56549410009757,155.5608632999938,155.55264630005695,155.55273400014266,155.5608632999938,157.35686950013041,157.34819549997337,157.34834300004877,157.35686950013041,157.35686950013041,157.7072344000917,1,1,0.3463552000466734,None,stimuli/banane.png,banane,match,1,1,0.3463552000466734,,False,157.70739830005914,157.70741130015813,157.70742370001972,157.71495459997095,158.98164810007438,158.97329590003937,158.97331929998472,158.97333259996958,None,,153.5733772001695,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/ciseau.png,zèbre,mismatch,1.43,1.25,2,21,21,0,2,1,0.29036530014127493,None,None,,,0,21,21,21,158.98164810007438,,,,,,,,,,,,,,,,158.9734177000355,158.98164810007438,8.5099833086133e-05,159.4776828000322,159.47770290006883,159.48578350013122,159.96940070018172,159.9704167000018,159.97735380008817,160.97335940017365,160.96507470007055,160.96519610006362,160.97335940017365,161.96493090013973,161.95688050007448,161.9569964001421,161.96493090013973,162.9565151000861,162.94860080000944,162.94872630015016,162.9565151000861,162.9565151000861,163.2488259000238,2,1,0.29036530014127493,None,stimuli/ciseau.png,zèbre,mismatch,2,1,0.29036530014127493,,False,163.24911660002545,163.2491307000164,163.24914330011234,163.25640360009857,164.49828000017442,164.49009940004908,164.4901225999929,164.49013509997167,None,,159.97735380008817,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
stimuli/face.png,banane,mismatch,1.47,2.64,2,22,22,0,2,1,0.23341260012239218,None,None,,,0,22,22,22,164.49828000017442,,,,,,,,,,,,,,,,164.49021439999342,164.49828000017442,7.950002327561378e-05,164.99430690007284,164.99435290019028,165.00243040011264,165.48550510010682,165.48649370018393,165.49402680015191,166.4899775001686,166.48168460000306,166.48178590019234,166.4899775001686,167.48149060015567,167.47356540011242,167.47368250018917,167.48149060015567,168.47738030017354,168.46940400009044,168.46951460000128,168.47738030017354,168.47738030017354,168.7194232000038,2,1,0.23341260012239218,None,stimuli/face.png,banane,mismatch,2,1,0.23341260012239218,,False,168.71956870006397,168.71958250016905,168.71959500014782,168.7273038001731,171.36062100017443,171.35249090008438,171.35251820017584,171.35253140004352,None,,165.49402680015191,,,,,,,,,,,,,,sub-098,001,2025-06-25_13h51.59.585,FunctionalLocalizer,2024.2.4,115.53561165268717,1,2,"['1', '2']",2025-06-25 13h53.02.593239 -0400,
