thisN,thisTrialN,thisRepN,pair_name,stim1_img,stim2_img,key_resp.keys,key_resp.rt,key_resp.duration,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,learn_images.thisRepN,learn_images.thisTrialN,learn_images.thisN,learn_images.thisIndex,thisRow.t,notes,instructions.started,instructions_main.started,instr_end.started,instructions.stopped,instr_end.keys,instr_end.rt,instr_end.duration,instructions_learning.started,text.started,key_resp.started,instructions_learning.stopped,learn_images.key_resp.keys,learn_images.key_resp.rt,learn_images.key_resp.duration,fix_learning.started,fix_learn_cross.started,fix_learn_cross.stopped,fix_learning.stopped,image_learn_1.started,first_of_pair.started,image_learn_1.stopped,break_img_learn.started,break_random.started,break_random.stopped,break_img_learn.stopped,image_learn_2.started,second_of_pair.started,image_learn_2.stopped,routine_5s_break.started,five_s_break.started,five_s_break.stopped,routine_5s_break.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.0026495000000750224,0.006883600000037404,0.006883600000037404,1.1424256999999898,space,1.1320094000000154,None,,,,,,,,,,,,,,,,,,,,,,,,,,322,001,2025-06-09_10h40.27.364,learn_probe,2024.2.4,143.298502244048,2025-06-09 10h40.32.833392 -0400,
0,0,0,C_D,stimuli/banana.png,stimuli/face.png,space,1.153929699999935,None,0,0,0,0,0,0,0,0,1.1525179999999864,,,,,,,,,1.1457330000000638,1.1525179999999864,1.1525179999999864,2.307437499999992,space,1.153929699999935,None,2.307470700000067,2.3126276000000416,2.8712408000000096,2.5991721000000325,2.8691826000000447,2.8712408000000096,4.112679400000047,4.112715299999991,4.11845320000009,6.597703000000024,6.5855717000000595,6.589638300000047,6.597703000000024,7.586128600000052,7.586152500000026,7.591454100000078,12.584709800000041,12.579184000000055,322,001,2025-06-09_10h40.27.364,learn_probe,2024.2.4,143.298502244048,2025-06-09 10h40.32.833392 -0400,
1,1,0,B_C,stimuli/zebra.png,stimuli/banana.png,,,,,,,,0,1,1,1,12.584709800000041,,,,,,,,,12.579280200000085,12.584709800000041,12.584709800000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
