thisN,thisTrialN,thisRepN,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,key_resp.keys,key_resp.rt,key_resp.duration,thisRow.t,notes,instructions.started,instructions_main.started,instr_end.started,instructions.stopped,instr_end.keys,instr_end.rt,instr_end.duration,instructions_learning.started,text.started,key_resp.started,instructions_learning.stopped,blocks_loop.key_resp.keys,blocks_loop.key_resp.rt,blocks_loop.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.002565800037700683,0.004670299997087568,0.004670299997087568,1.5239899000152946,space,1.4819931000238284,None,,,,,,,,1,001,2025-06-09_10h20.57.541,learn_probe,2024.2.4,144.2791166235716,2025-06-09 10h21.04.907949 -0400,
0,0,0,0,0,0,0,,,,1.5272974999970756,,,,,,,,,1.5253142000292428,1.5272974999970756,1.5272974999970756,2.901807499991264,space,1.3672570999478921,None,,,,,,,,
